imdb_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Rating_Internet_Movie_Database,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,_fetch_date,_poster_path,Rating_Rotten_Tomatoes,Rating_Metacritic
tt0411061,88 Minutes,2007,R,18 Apr 2008,108 min,"Crime, Drama, Mystery",Jon Avnet,Gary Scott Thompson,"Al Pacino, Alicia Witt, Ben McKenzie","In Seattle, the successful forensic psychiatrist and college professor Jack Gramm is in evidence since he was responsible for the condemnation of the serial killer Jon Forster, influencing the jury to sentence him to the death row. Jon accuses Jack of manipulation, inducing one witness and sister of one of his victims to testify against him. On the eve of Jon's execution, Jack receives a phone call telling him that he has only eighty-eight minutes of life, while a killer is copycatting Jon, killing women with the same ""modus-operandi"" and is investigated by Seattle Slayer Task Force. With the support of associate Shelly Barnes, an FBI agent, his friend Frank Parks, and his assistant Kim Cummings, Jack investigates some weird and problematic students, a security guard of the campus and the woman with whom he had one night stand.",English,"United States, Germany, Canada",3 nominations total,https://m.media-amazon.com/images/M/MV5BMTgxOTg1NzgzMV5BMl5BanBnXkFtZTcwNTM3Mjc1MQ@@._V1_SX300.jpg,5.9/10,17,5.9,"79,928",tt0411061,movie,N/A,"$17,213,467",N/A,N/A,True,2026-02-20T01:21:02.625703,extra_data/posters/tt0411061.jpg,5%,17/100
tt4266076,The Night Eats the World,2018,TV-14,13 Jul 2018,93 min,"Drama, Horror, Thriller",Dominique Rocher,"Jérémie Guez, Guillaume Lemans, Martin Page","Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant","After waking up in an apartment where only the night before a party was raging, Sam is forced to come to grips with reality: He is now alone and the living dead have invaded the streets of Paris. Petrified with fear, Sam is going to have to barricade himself inside the building and organize his survival. But is he really the sole survivor?","Norwegian, English, French",France,1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNGE4NWY5MGYtMTk1NC00ODk2LThmZDEtOWNhOGNiYmZlNDA1XkEyXkFqcGc@._V1_SX300.jpg,6.0/10,50,6.0,"18,410",tt4266076,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:21:03.814300,extra_data/posters/tt4266076.jpg,87%,50/100
tt1977895,Resolution,2012,Not Rated,23 Jan 2013,93 min,"Drama, Horror, Mystery","Justin Benson, Aaron Moorhead",Justin Benson,"Peter Cilella, Vinny Curran, Emily Montague","A man imprisons his estranged junkie friend in an isolated cabin in the boonies of San Diego to force him through a week of sobriety, but the events of that week are being mysteriously manipulated.",English,United States,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTY1OTI0NjcyM15BMl5BanBnXkFtZTcwOTc1NzI5OA@@._V1_SX300.jpg,6.4/10,80,6.4,"20,660",tt1977895,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:21:05.096164,extra_data/posters/tt1977895.jpg,81%,80/100
tt1343097,The Girl Who Kicked the Hornet's Nest,2009,R,12 Nov 2010,147 min,"Crime, Drama, Mystery",Daniel Alfredson,"Jonas Frykberg, Stieg Larsson, Ulf Ryberg","Michael Nyqvist, Noomi Rapace, Lena Endre","Lisbeth Salander is under close supervision in a hospital and is set to face trial for attempted murder on her eventual release. With help from journalist Mikael Blomkvist and his researchers at Millennium magazine, she must prove her innocence. In doing this she plays against powerful enemies and her own past.",Swedish,"Sweden, Denmark, Germany",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTk0NTY3NjMwOV5BMl5BanBnXkFtZTcwNTI1MjQwNA@@._V1_SX300.jpg,7.3/10,60,7.3,"77,282",tt1343097,movie,N/A,"$5,190,196",N/A,N/A,True,2026-02-20T01:21:06.344557,extra_data/posters/tt1343097.jpg,53%,60/100
tt2938956,The Transporter Refueled,2015,PG-13,04 Sep 2015,96 min,"Action, Thriller",Camille Delamarre,"Adam Cooper, Bill Collage, Luc Besson","Ed Skrein, Loan Chabanol, Ray Stevenson","Frank Martin, played by newcomer Ed Skrein, a former special-ops mercenary, is now living a less perilous life - or so he thinks - transporting classified packages for questionable people. When Frank's father (Ray Stevenson) pays him a visit in the south of France, their father-son bonding weekend takes a turn for the worse when Frank is engaged by a cunning femme-fatale, Anna (Loan Chabanol), and her three seductive sidekicks to orchestrate the bank heist of the century. Frank must use his covert expertise and knowledge of fast cars, fast driving and fast women to outrun a sinister Russian kingpin, and worse than that, he is thrust into a dangerous game of chess with a team of gorgeous women out for revenge. From the producers of LUCY and the TAKEN trilogy, THE TRANSPORTER REFUELED is a fresh personification of the iconic role of Frank Martin, that launches the high-octane franchise into the present-day and introduces it to the next generation of thrill-seekers.","English, Russian, French","France, China, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BMjAyMDE2ODU3Ml5BMl5BanBnXkFtZTgwODU0MTA0NjE@._V1_SX300.jpg,5.2/10,32,5.2,"46,885",tt2938956,movie,N/A,"$16,029,670",N/A,N/A,True,2026-02-20T01:21:07.532331,extra_data/posters/tt2938956.jpg,16%,32/100
tt2101341,Dead Man Down,2013,R,08 Mar 2013,118 min,"Action, Adventure, Crime",Niels Arden Oplev,J.H. Wyman,"Colin Farrell, Noomi Rapace, Dominic Cooper","Victor, a rising gangland player, has infiltrated the crime empire run by ruthless kingpin Alphonse, with the single purpose of making Alphonse pay for destroying his once happy life. As he meticulously orchestrates his vengeance from his high-rise home, Victor watches and is watched by Beatrice, a mysterious young woman who lives in the apartment across from his. On the surface a fragile woman-child, Beatrice seethes with a rage of her own. When she uncovers Victor's dark secrets, she threatens to expose him unless he helps her carry out her own campaign of retribution. Each fixated on avenging the past, they devise a violent and cathartic plan that could change their worlds forever. Beatrice is kidnapped by Alphonse towards the end, Its a race against time for Victor to save her.","English, French, Albanian, Spanish, Hungarian",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTZmOWU1YTYtZWMzNy00MDI0LWFjZjctZTNjY2Y1OTgwNGE1XkEyXkFqcGc@._V1_SX300.jpg,6.4/10,39,6.4,"71,700",tt2101341,movie,N/A,"$10,895,295",N/A,N/A,True,2026-02-20T01:21:08.842278,extra_data/posters/tt2101341.jpg,42%,39/100
tt0107665,Needful Things,1993,R,27 Aug 1993,121 min,"Crime, Drama, Fantasy",Fraser C. Heston,"Stephen King, W.D. Richter","Max von Sydow, Ed Harris, Bonnie Bedelia","Castle Rock, New England, is a nice place to live and grow and Sheriff Alan Pangborn moves from the big city to the town expecting a quiet life. When Leland Gaunt opens the store Needful Things, he seems to have the object of desire for each dweller. He charges small amounts to the things but requests a practical joke for each of them against another inhabitant. Soon hell breaks loose in town with deaths, violence and riot and Sheriff Pangborn discovers that Leland Gaunt is the devil himself. Further, Gaunt is manipulating the population like puppets exploring the weakness and greed of each person.",English,"United States, Canada",1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNTVkYjA1OTQtMDE1OC00ZTU4LTlkNjgtMTgyMGRjOGNjYmYyXkEyXkFqcGc@._V1_SX300.jpg,6.3/10,43,6.3,"29,742",tt0107665,movie,N/A,"$15,185,672",N/A,N/A,True,2026-02-20T01:21:10.038234,extra_data/posters/tt0107665.jpg,35%,43/100
tt0465203,Them,2006,R,19 Jul 2006,77 min,"Horror, Thriller","David Moreau, Xavier Palud","David Moreau, Xavier Palud","Olivia Bonamy, Michaël Cohen, Adriana Mocca","Clémentine, a teacher in a French School in Bucharest, lives with her husband, Lucas, in a remote real estate in Snagov. During the night, Clémentine is woken by weird noises outside their house, and Lucas sees their car being stolen. The lights are turned off, the phones are disconnected and they see that they are no longer alone. When weird lights appear outside, they hide in the cellar and try to ask for help from what could be a dreadful night of pure terror...","French, Romanian","France, Romania",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BOGIwNzYyZWQtNjQ0My00ZWFkLWI1NGUtNmQ1Mjg5YWE2MDdjXkEyXkFqcGc@._V1_SX300.jpg,6.4/10,60,6.4,"32,725",tt0465203,movie,N/A,"$50,057",N/A,N/A,True,2026-02-20T01:21:11.298943,extra_data/posters/tt0465203.jpg,63%,60/100
tt0088255,They're Playing with Fire,1984,R,05 Jul 1984,96 min,"Crime, Horror, Thriller",Howard Avedis,"Howard Avedis, Marlene Schmidt","Sybil Danning, Eric Brown, Andrew Prine","During the opening sequences, a college student is seduced by his college professor. After that, it is disclosed that her husband has concocted a devilish scheme to steal millions from an inheritance fund run by his dotty grandmother and totally nasty mother. However, all of that is cast aside for the goings-on of a masked lunatic who is slaughtering the cast in best Jason style.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjgyMWQ5YmQtNmZlYy00ZDM3LWE2MWYtMDExYzhiMzU5ZGRkXkEyXkFqcGc@._V1_SX300.jpg,5.1/10,N/A,5.1,"1,447",tt0088255,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:21:12.533467,extra_data/posters/tt0088255.jpg,,
tt0228750,Proof of Life,2000,R,08 Dec 2000,135 min,"Action, Drama, Thriller",Taylor Hackford,"Tony Gilroy, William Prochnau, Thomas Hargrove","Meg Ryan, Russell Crowe, David Morse","Americans Alice and Peter Bowman have traveled from third world country to third world country working on humanitarian projects. They are currently in Tecala, a country nestled in the Andes, as Peter, an engineer, has been hired by QUAD Carbon, an oil company - the moral ""enemy"" - to lead a project to construct a dam to prevent what is the constant flooding in the country. Alice and Peter eventually learn that QUAD Carbon cares nothing about the dam, which is just a smoke-screen to get an oil pipeline approved and built. Despite loving each other, they have had problems in the marriage of late because of being in Tecala, where Alice has not been able to find her place, and needing to deal with the aftermath of Alice's recent miscarriage. On his way to work one day, Peter, along with a group of others, are random kidnap victims of left wing guerrillas, the Liberation Army of Tecala (ELT), whose reason for being has changed from a political agenda to a monetary one, primarily getting said money through kidnapping and the drug trade in cocaine. The ELT may believe they can get good money for Peter being an oil company executive, despite he not being wealthy as he is not on the oil side of the business. Luthan Risk International, who is the contracted agency for QUAD Carbon's kidnap and ransom (K&amp;R) requirements, dispatches Australian-British Terry Thorne to negotiate Peter's release, Terry an ex-special ops soldier who is known as the best in the business within his own circles. But QUAD Carbon's financial troubles may prevent Terry or anyone else from Luthan Risk helping to get Peter back. Regardless, Alice has to decide whether to trust Terry, the global expert, or locals assigned by QUAD Carbon whose actions are on the surface more promising despite Terry's assertions to the contrary. All, however, need constant proof that Peter is indeed still alive to continue with their work to get him back. But what Alice and Terry begin to feel for each other ultimately factors into what they decide to do in relation to Peter.","English, Spanish, Russian, Italian, French",United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BMTMyODkwNzM3OV5BMl5BanBnXkFtZTYwMTc5Nzc5._V1_SX300.jpg,6.3/10,45,6.3,"60,394",tt0228750,movie,N/A,"$32,598,931",N/A,N/A,True,2026-02-20T01:21:13.722537,extra_data/posters/tt0228750.jpg,38%,45/100
tt6436726,7500,2019,R,18 Jun 2020,93 min,"Action, Drama, Thriller",Patrick Vollrath,"Patrick Vollrath, Senad Halilbasic","Joseph Gordon-Levitt, Omid Memar, Aylin Tezel","The Emergency Code for a plane hijacking is 7500: a tense, intense thriller, told from the cockpit. A flight from Berlin to Paris. Everyday routine in the cockpit of an Airbus A319. Co-pilot Tobias Ellis is preparing the plane for take-off, which then follows without incident. Then we hear shouting in the passenger cabin. A group of young men try and storm the cockpit, among them 18-year old Vedat. A fight begins between crew and attackers, with the desire on the one hand to save individual lives and on the other to avert an even bigger catastrophe. The cockpit door becomes a battleground - and Tobias ends up being the arbiter over life and death.","English, German, Turkish, Arabic","Germany, Austria, United States, France",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BNGM1MTljMmUtMmJhYi00Y2M0LThmYjYtNGExZmJkZjNjMWIxXkEyXkFqcGc@._V1_SX300.jpg,6.3/10,58,6.3,"34,203",tt6436726,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:21:14.984905,extra_data/posters/tt6436726.jpg,71%,58/100
tt10192566,Alone,2020,R,16 Oct 2020,92 min,"Drama, Horror, Thriller",Johnny Martin,Matt Naylor,"Tyler Posey, Summer Spiro, Donald Sutherland","When an outbreak hits, Aidan barricades himself inside his apartment and starts rationing food. His complex is overrun by infected Screamers, and with the world falling apart into chaos, he is left completely alone fighting for his life.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODU0MTdlZmQtOTcyOS00YTVmLWIxZjctMGMzZDg3Zjg5MTA5XkEyXkFqcGc@._V1_SX300.jpg,5.1/10,N/A,5.1,"5,228",tt10192566,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:21:16.210038,extra_data/posters/tt10192566.jpg,27%,
tt0082817,Nighthawks,1981,R,10 Apr 1981,99 min,"Action, Crime, Thriller","Bruce Malmuth, Gary Nelson, Sylvester Stallone","David Shaber, Paul Sylbert","Sylvester Stallone, Rutger Hauer, Billy Dee Williams","Deke DaSilva (Sylvester Stallone) and Matthew Fox (Billy Dee Williams) are two New York City cops who get transferred to an elite anti-terrorism squad. About this same time, an infamous international terrorist shows up in New York City looking to cause some chaos. It's up to DaSilva and Fox to stop him, but will they be in time?","English, German, French, Swedish",United States,N/A,https://m.media-amazon.com/images/M/MV5BZmZjODZmMTYtMDQ3OS00YjBmLTk4ZmYtMDBmOTM3ZDY1ZGNiXkEyXkFqcGc@._V1_SX300.jpg,6.3/10,56,6.3,"22,954",tt0082817,movie,N/A,"$14,905,359",N/A,N/A,True,2026-02-20T01:21:17.444659,extra_data/posters/tt0082817.jpg,71%,56/100
tt0264472,Changing Lanes,2002,R,12 Apr 2002,98 min,"Drama, Thriller",Roger Michell,"Chap Taylor, Michael Tolkin","Ben Affleck, Samuel L. Jackson, Kim Staunton","An attorney in a rush to make a court appointment to file legal papers involving a multi-million dollar trust accidentally collides with an alcoholic insurance salesman, who also is a rush for a court appointment involving the custody of his children. The attorney leaves the scene of the accident and strands the salesman, causing him to miss his custody hearing. During the process of the post-crash discussion, the attorney accidentally drops the papers he needs to present in court. The judge gives him until the end of the day to present the papers and thus begins a cat and mouse game between the proponents. A few questionable actions later on both parties' part, they finally start questioning their actions and their lives. In the end, both come to new understanding of what is important and appear to be set in new ethical and moral directions. Contains mild violence and profanity.",English,United States,7 nominations total,https://m.media-amazon.com/images/M/MV5BNzhlN2ZhYmEtMmNmMi00ODg2LTlmZGMtNmYxMTg4NjA3YmNhXkEyXkFqcGc@._V1_SX300.jpg,6.5/10,69,6.5,"76,898",tt0264472,movie,N/A,"$66,818,548",N/A,N/A,True,2026-02-20T01:21:18.661461,extra_data/posters/tt0264472.jpg,77%,69/100
tt0228786,The Crimson Rivers,2000,R,13 Jul 2001,106 min,"Crime, Mystery, Thriller",Mathieu Kassovitz,"Jean-Christophe Grangé, Mathieu Kassovitz","Jean Reno, Vincent Cassel, Nadia Farès","Parisian murder detective commissioner Pierre Niemans is called to Guernon, a self-sufficient, prestigious university in a mountain valley, to investigate the murder on 32-year old professor and librarian Rémy Caillois, whose corpse was found 50 meters high on a steep mountain side, naked, horribly covered in bruises and bleeding wounds, the result of some five hours of bestial torture including quasi-surgical amputation of hands cauterized to prevent bleeding to death- and eyes. Guernon is a closed society of virtually incestuous scientists, de facto succeeding to their parents' posts; the eye-doctor, formerly on the staff, says hereditary genetic diseases are the price of such elitism, but in recent years spread to the simple farming families. Inspector Max Kerkerian examines two crimes in the town: a school break-in with theft of old photos and archive papers as well as a graveyard desecration of Judith Herault, the daughter of local nun Andrée, who lives in a dark cell since 15 years and mumbles the demons who made an attempt of both of their lives have returned to prevent the child endanger their secret. As both police investigations continue, the loner sleuths meet; secrets and other corpses are found, till it all ties together.",French,France,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BOGNlZmM2MWEtMmQ4ZS00NThiLTlmMGItNTMyMWRlZWI3ZmEwXkEyXkFqcGc@._V1_SX300.jpg,6.9/10,49,6.9,"68,831",tt0228786,movie,N/A,"$594,966",N/A,N/A,True,2026-02-20T01:21:19.844954,extra_data/posters/tt0228786.jpg,68%,49/100
